7537293369455593735,AI芯片系统软件架构师/工程师-RAS,1、跟踪GPGPU/NPU行业最新动态、产品与技术架构，分析公司内部业务系统需求，结合自研芯片架构，输出系统软硬件协同设计方案；2、负责自研加速芯片系统软件栈的RAS方案设计和开发。,1、本科及以上学历，计算机、体系结构等相关专业；2、熟悉LinuxC/C++开发，有扎实的编程基础；3、有GPGPU/NPU芯片项目研发经验，熟悉Nvidia/AMD或国产厂家GPU计算产品，熟悉CUDA/ROCm等GPU软件栈；4、熟悉硬件IPRAS机制，包括但不限CPU/AICore/Memory/NOC总线/PCIe/高低速外设等Subsys；5、有RAS软件开发设计经验，涉及故障检测/上报/恢复等处理流程，熟悉AI加速芯片在单卡/集群场景下的常见故障处理流程；6、熟悉ARM/RISC-V体系架构，熟悉CPUCore的Debug/Trace，熟悉Linux内核/驱动，有Linux/RTOS的系统问题分析调试经验。加分项：1、有SoC芯片验证，Bringup经验优先。
7537212993705707794,前端架构师-计算,1、负责火山云计算ToB相关产品包括IaaS、PaaS、公有云、私有云的前端研发体系的技术规划和落地；引领团队在质量、稳定性、体验等多个专项持续优化，承担重点、难点的技术攻坚和核心代码编写；2、与其他研发角色、团队共同推进前端体系化建设，利用技术手段提升研发效能及交付质量和线上运维能力，保持业内领先的技术竞争力；3、负责前沿技术调研，技术方案评估、决策以及推进落地；在深入理解业务的基础上，协同团队内外、把控产品整体发展规划，以技术驱动业务发展，助力产品成长；4、参与火山ToB相关产品前端研发。,1、本科及以上学历，计算机科学技术、软件工程专业优先；2、前端基础扎实，技术能力强，精通React框架、Node.js技术栈；具备一线工程师的代码能力，熟悉常见数据结构、算法和主流的技术框架架构思想，具备较高技术热情和自驱力；3、深入理解前端工程化和容器技术，在研发效能、性能优化、稳定性、自动化测试等方面有深入认知和实践；4、熟悉理解后端技术、云原生技术，具备复杂系统前端架构和设计能力；参与过至少部门级别的前端基础架构和建设，并有成功项目的落地经验；5、同时具备良好的团队协作精神和个人单打能力，能利用自身技术产出提升团队研发效率，致力于通过技术手段解决生产力问题。加分项：1、具备云计算业务经验、运维经验优先。
7537210613023443208,IaaS前端开发工程师-计算,1、负责字节云计算ToB相关产品开发，包括IaaS、分布式智能存储、统一平台的前端开发工作；2、负责公有云、私有云、混合云相关系统和平台的前端页面开发，性能优化，安全加固，用户体验优化；3、参与前端架构和研发体系建设，公共组件、工具、平台、机制的设计开发，提升研发质效；4、参与前沿技术研究，承担重点、难点的技术攻坚；5、以技术侧的产品主人翁负责把关产品需求，深入理解业务的基础上协同产品经理把控产品整体发展规划和落地，以技术驱动业务发展，确保产品成长。,1、本科及以上学历，计算机、通信和电子信息科学等相关专业优先；2、前端基础扎实，技术能力强，对新事物具备较高技术热情，熟悉主流的技术思想；3、熟练运用JavaScript、HTML、CSS、Node.js、ES6、TypeScript等前端技术；精通React框架，具备系统前端架构和设计能力；4、熟悉前端工程化体系，在研发效能、性能优化、稳定性、自动化测试等方面有一定的认知和实践；5、具备良好的团队协作精神，能利用自身技术能力提升团队整体研发效率，提高团队影响力；6、在理解产品业务的基础上，提升产品的用户体验，技术驱动业务的发展。加分项：1、具备云计算业务经验、微前端技术、Docker/K8s运维经验。
7534742600273905928,资深策略运营（印尼）-国际化直播,1、拥有较强的数据分析和业务洞察能力，能通过数据分析/市场调研，推动和优化印尼重点专项（直播达人策略、活动策略等），提升直播运营效率，并能整合平台内外部资源，推动运营策略落地；2、牵头推动跨部门协作，调动各团队资源与支持，确保从政策设计到执行的各环节高效落地；3、与其他职能团队合作，推动治理、战略、数据及产品团队的优化；4、熟练的进行数据分析，制定业务规划，提供解决方案并落地。,1、本科及以上学历，具备5年以上战略咨询（MBB）或者一线互联网战略相关经验，英语可作为工作语言，有海外生活经历者优先；2、具备领导力和项目管理能力，逻辑清晰、结构化思维能力优秀，能够带领跨部门团队高效完成目标；3、对内容和文娱行业感兴趣，有较强的自主学习能力和探知欲；4、自驱力强，具备较强抗压能力。
7533451420286601480,短剧用户平台产品经理-国际化短视频,1、负责海外短剧产品C端功能设计，提升短剧消费规模、时长和留存；2、负责短剧创编平台、运营管理后台功能设计和规划，服务好短剧主入驻、上传体验；3、负责产品功能需求分析、方案设计、项目开发、效果分析完整流程，独立跟进项目落地；4、结果导向，深入挖掘用户需求与痛点，持续推动产品持续创新及优化，为关键指标负责。,1、本科及以上学历，1年以上C端用户产品或平台产品经验；2、具备成熟的用户产品设计能力与项目推进能力，对用户需求敏感，有自驱力； 3、数据敏感，能透过数据分析业务现状，持续优化产品体验；4、英语可作为工作语言。
7532731276877531410,风险应急运营专家-生活服务,1、负责生活服务舆情和高危客户投诉感知和应急运营，对风险有判断力，协同各方妥善处理风险；2、负责敏感节点专项保障，主导重大节点应急响应，有效调动资源保障专项平稳有序；3、负责协同人审基地，制定清晰明确的人审标准及流程，并通过有效协同机制共同达成准确及效率目标；4、协同生活服务及字节跳动范围内各合规安全角色，完善指令协同、协查调证、风险互通、应急项目协同等工作；5、与产品、数仓团队深度合作，设计和构建应急产品、沉淀应急能力和数据体系。,1、本科及以上学历，具有5年以上互联网内容安全治理、电商业务治理、安全风控相关工作经验；2、掌握风险感知、标准及流程制定、处置策略设计、人审运营的方法认知，并对生活服务团购业务有基础理解；3、具备流程和数据思维、逻辑清晰、责任心强，善于不同背景跨团队沟通协调。
7532465881004148999,广告大客户销售-商务服务,1、负责人力资源/财税/SaaS/广告服务/会展/招商加盟/中介等行业广告客户的开拓与维护工作，建立与企业的深度合作关系，推动在抖音、今日头条、西瓜视频、抖音火山版等公司旗下产品的广告营收；2、协调内、外部的资源，确保广告及时投放、广告资源的合理利用和开发；3、与客户建立良好的合作关系，制定广告营销方案，协助解决客户的问题；4、完成团队及个人的销售任务，助力公司达成广告销售计划和目标。,1、本科及以上学历； 2、3-5年及以上互联网大客户广告销售经验，互联网广告或门户网站及媒体销售经验者优先；3、熟悉SaaS/广告服务/会展/财税/招商加盟/中介等行业任一赛道的行业知识与产品，有良好的行业人脉和客户资源；4、目标感强，有较强的沟通能力，具备良好的客户开拓、服务能力，及销售谈判与营销提案的技巧；5、能适应工作压力，敢于面对挑战，对客户的商业经营数据敏感，具有敏锐的市场洞察力与生意思维。
7532374241745455367,广告大客户销售-生活美容,1、负责南区生活美容广告客户的开拓与维护工作，建立与企业的深度合作关系，推动在抖音、今日头条、西瓜视频、抖音火山版等公司旗下产品的广告营收；2、与公司关联部门联系沟通，确保广告及时投放与问题反馈、广告资源的合理利用和开发；3、与客户建立良好的合作关系，制定广告营销方案，协助解决客户的问题；4、完成公司安排的广告销售计划和目标；协调内、外部的资源完成团队及个人的销售任务。,1、本科及以上学历； 2、2-4年及以上互联网大客户广告销售经验；有4A公司、门户网站及媒体销售经验者优先；3、开朗、外向，有较强的沟通能力，具备良好的客户开拓、服务能力，优秀的销售、谈判以及口笔表达交流的技巧；4、能适应工作压力，敢于面对挑战，有良好的客户群体关系，敏锐的市场洞察力和良好的执行力。
7532013767543507207,公共事务（金融安全方向）,1、建立维护金融管理职能部门的沟通联系；2、参与公司财经相关项目，跟进公司运营中与金融安全管理相关事件，保障公司业务安全；3、研究金融安全合规相关政策，跟踪、调研金融安全事件及行业动态，为业务发展提供参考；4、研判公司业务、产品所涉金融安全风险，支持、帮助业务侧合规。,1、本科及以上学历，3年以上金融行业对接工作经验，熟悉金融管理职能部门的运作模式；2、专业性强，熟悉金融政策法规，具备较好的政策分析和解读能力；3、语言和文字表达能力好，具有较强人际交往能力和沟通能力；4、有业务发展同理心，有较强的抗压能力。
7530115684677306631,硬件产品经理-PICO,1、全程监控和推进产品的全周期市场、定义、设计、开发、包装、工厂、上市、售后等闭环过程；2、根据产品概念规划功能，分析用户使用模式，输出产品规格说明，组织所规划产品的原始需求沟通和技术调研，跟踪并研究相关产品原始概念需求；3、跟踪项目进展，对产品阶段进行把关，联合项目经理制定质量与风险管理计划，明确产品开发的关键路径、关键决策点，负责整个产品开发过程；4、组织产品需求管理、实现和确认，对产品的需求变更进行控制和决策；5、关注行业和市场动态，深入发掘用户的需求并提出改进方案，对产品在不同阶段出现的问题进行管理，关注产品用户的数据并进行分析，持续改善产品体验；6、负责推动与其他相关部门（销售、市场、研发等）进行联络和协调；负责市场及销售产品相关的支持。,1、电子、计算机及软件相关专业，本科及以上学历，具备一定的英语口语能力；2、五年以上消费类电子产品行业工作经验，具备消费类电子产品、智能穿戴、物联网等产品规划经验者优先；3、卓越的逻辑思维与分析能力，熟练掌握产品策划、产品设计、用户研究等相关方法；4、具备敏锐的产品洞察能力，能够深度解析产品，明确指出产品的优点与不足；5、具备与技术工程师，设计师，第三方公司（工厂，方案商）良好的协作沟通能力；6、具备优秀的产品设计方法及文档撰写能力，优秀的项目管理能力与跨团队项目推进能力。
